event_time,organization,observation_type,observation_category,signal_text,incident_in_next_14d
2025-05-15 16:01:00,"ТОО ""Весенний Букет""",unsafe_condition,"Электрооборудование, Рабочее место / Эргономика","Тип наблюдения: Небезопасное условие | Категория: Электрооборудование, Рабочее место / Эргономика | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: жарық шамдарын орнату қажет/ жарықтандыру керек | Меры: Шеберге хабарланды | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге хабарланды | Опасность устранена: True",1
2025-10-10 21:49:00,"ТОО ""Весенний Букет""",other,Целостность объекта / Оборудования,"Тип наблюдения: Предложение (инициатива) | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Адм.здания жылыту қазанының сабасы сай емес. Кабельдері жерге түсіп жатыр. Пенельнінен ещқандай көрсеткіштері көрінбейді сынып жатыр. | Меры: Кәзііргі таңда жасамай тұр. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: False",1
2025-10-13 14:20:00,"ТОО ""Весенний Букет""",unsafe_behavior,Выполнение требований инструкций,"Тип наблюдения: Небезопасное поведение | Категория: Выполнение требований инструкций | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Жөндеуде тұрған автокөлікке тіреуіш қойылмаған | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Жұмыскерлерге ескертілді | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Бөлімше шеберіне | Опасность устранена: True",1
2025-10-15 14:00:00,"ТОО ""Весенний Букет""",danger_factor,"Целостность объекта / Оборудования, Падающие предметы","Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования, Падающие предметы | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: В здании офиса КМГ на 4 этаже, в коридоре возле кабинетов 427 и 428, выявлен дефект потолочной конструкции: лист потолочной панели отошел от каркаса, создавая риск его падения. | Меры: Ответственное лицо от ТОО ""MANGYSTAU SERVICE COMPANY"", обслуживающее здание, было своевременно уведомлено. Замечание устранено. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ТОО ""MANGYSTAU SERVICE COMPANY"" | Опасность устранена: True",1
2025-10-15 15:05:00,"ТОО ""Весенний Букет""",unsafe_action,"Выполнение требований инструкций, Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности","Тип наблюдения: Небезопасное действие | Категория: Выполнение требований инструкций, Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: При работе шлифовальной машинкой не исользовалиси СИЗ, очки-защита органов зрения | Меры: Была остановлена работа, работа продолжена с использование очков. | Остановка работ: True | Поощрение хорошей практики: Провели иструктаж с соблюдением техники безопасности | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Куратору подрядной организации | Опасность устранена: True",1
2025-11-19 20:40:00,"ТОО ""Весенний Букет""",other,"СИЗ / Средства по обеспечению безопасности, Земляные работы, Трубопроводы / Подземные коммуникации","Тип наблюдения: Опасный случай | Категория: СИЗ / Средства по обеспечению безопасности, Земляные работы, Трубопроводы / Подземные коммуникации | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Работа без использования средства индивидуальных защит (каска, очки, спец одежды) | Меры: Сообщил начальнику | Остановка работ: True | Поощрение хорошей практики: Сделал замечание | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику | Опасность устранена: True",1
2025-11-21 16:00:00,"ТОО ""Весенний Букет""",danger_factor,Целостность объекта / Оборудования,"Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Вышла из строя лабораторная плита в К-204. Необходимо заменить плиту, пригласить специалиста электроцеха и исключить возможные риски с электронагревательным прибором. | Меры: Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора. Установили новую рабочую лабораторную плиту. | Остановка работ: False | Поощрение хорошей практики: - | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора, сообщила руководителю группы. | Опасность устранена: True",1
2025-11-21 21:04:00,"ТОО ""Весенний Букет""",unsafe_condition,Рабочее место / Эргономика,"Тип наблюдения: Небезопасное условие | Категория: Рабочее место / Эргономика | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: нужна поменять окна | Меры: сообщил руководству | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: руководству | Опасность устранена: False",1
2025-11-23 11:49:00,"ТОО ""Весенний Букет""",good_practice,"Поддержание чистоты и порядка, Наряд-допуск / Оценка риска","Тип наблюдения: Хорошая практика | Категория: Поддержание чистоты и порядка, Наряд-допуск / Оценка риска | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Провел наблюдение предложений нет | Меры: .... | Остановка работ: False | Поощрение хорошей практики: ... | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: False",1
2025-11-24 13:37:00,"ТОО ""Весенний Букет""",unsafe_behavior,Работы на высоте / Строительные леса,"Тип наблюдения: Небезопасное поведение | Категория: Работы на высоте / Строительные леса | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Скв басында кауыпсыз ременімен жұмыс жасаған жоқ | Меры: Ескерттім зам ночалникке | Остановка работ: True | Поощрение хорошей практики: Келесіде қайталанбауды сұраймыз | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Зам начальникке | Опасность устранена: True",1
2025-11-24 20:10:00,"ТОО ""Весенний Букет""",unsafe_action,"Знаки безопасности / Предупредительные таблички, Вывешивание плакатов","Тип наблюдения: Небезопасное действие | Категория: Знаки безопасности / Предупредительные таблички, Вывешивание плакатов | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Рабочая зона не было вывешено предупреждающие таблички | Меры: Приостановил работы | Остановка работ: True | Поощрение хорошей практики: Провел разъяснительную работу краткий инструктаж при работе на высоте | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка ТОО ""Казтрэк"" | Опасность устранена: True",1
2025-11-25 20:02:00,"ТОО ""Весенний Букет""",unsafe_condition,Трубопроводы / Подземные коммуникации,"Тип наблюдения: Небезопасное условие | Категория: Трубопроводы / Подземные коммуникации | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Бу линиясында бітелу бар | Меры: Жөндеуге тапсырыс берілді | Остановка работ: False | Поощрение хорошей практики: Жұмыс қауіпсіздігін үнемі бақылауда ұстау | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ауысым технологына | Опасность устранена: True",1
2025-11-26 13:10:00,"ТОО ""Весенний Букет""",unsafe_action,"Вождение, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности","Тип наблюдения: Небезопасное действие | Категория: Вождение, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Водитель автотранспорт го средства перевозил пассажира с непристегнутым ремнем безопасности. | Меры: Остановил и отстранил водителя от дальнейшего передвижения на автотранспортном средстве, до устранения нарушения. | Остановка работ: True | Поощрение хорошей практики: Провел разъяснительную беседу об опасности перевозки пассажиров с непристегнутыми ремнями безопасности. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Инженеру по БиОТ , ТОО ""Sharing ljgistics"". | Опасность устранена: True",1
2025-11-28 15:10:00,"ТОО ""Весенний Букет""",good_practice,Прочее,"Тип наблюдения: Хорошая практика | Категория: Прочее | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: При ремонте линии теплотрассе полностью одета СИЗ каска,очки,маска перчатки,что показал другим пример как надо и соблюдал требование ТБ. | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",1
2025-11-28 15:30:00,"ТОО ""Весенний Букет""",unsafe_condition,Машины и оборудование,"Тип наблюдения: Небезопасное условие | Категория: Машины и оборудование | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Устранить пропуск через сальниковое уплотнения вентиля ВМ Ду20 Ру160 гребенки в венткамере №1 | Меры: Выдан Акт по соблюдению требований промышленной безопасности ТОО «ПКОП» в цехе №1 | Остановка работ: False | Поощрение хорошей практики: Не применялось, так как нарушение являлось незначительным | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальник С-100 | Опасность устранена: True",1
2025-11-29 00:45:00,"ТОО ""Весенний Букет""",unsafe_action,Вождение,"Тип наблюдения: Небезопасное действие | Категория: Вождение | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: После рейса водитель АЦН не по правилам пожарной безопасности припорковался в боксе для спец. атвотранспорта. | Меры: После сделанного замечания, водитель переставил спец. технику. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1
2025-11-29 20:51:00,"ТОО ""Весенний Букет""",unsafe_condition,Знаки безопасности / Предупредительные таблички,"Тип наблюдения: Небезопасное условие | Категория: Знаки безопасности / Предупредительные таблички | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Вагонның флюгері жарамсыз | Меры: Шеберге ескерттім | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге | Опасность устранена: True",1
2025-12-01 15:07:00,"ТОО ""Весенний Букет""",unsafe_action,Проскальзывание / Спотыкание / Падение,"Тип наблюдения: Небезопасное действие | Категория: Проскальзывание / Спотыкание / Падение | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Сломана усьевпя площадка | Меры: Сообщил руководству | Остановка работ: True | Поощрение хорошей практики: Предупредил | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Мастеру | Опасность устранена: True",1
2025-12-02 13:40:00,"ТОО ""Весенний Букет""",unsafe_action,"СИЗ / Средства по обеспечению безопасности, Наряд-допуск / Оценка риска","Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности, Наряд-допуск / Оценка риска | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Перед началом работ при проверке документов у работника ТОО«VVK»УтебаеваТ.Ш. Данные на паспорте противогаза не соответствует с фактическими. | Меры: Отстранила работника от выполняемой работы до устранения замечания. | Остановка работ: False | Поощрение хорошей практики: Провела разяснительную работу | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Инженеру по БиОТ ТОО«VVK» | Опасность устранена: True",1
2025-12-02 20:42:00,"ТОО ""Весенний Букет""",unsafe_action,СИЗ / Средства по обеспечению безопасности,"Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Нет данных | Меры: Ескерту беріліп, белдік тағылды. | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1
2025-12-05 14:00:00,"ТОО ""Весенний Букет""",unsafe_condition,Проскальзывание / Спотыкание / Падение,"Тип наблюдения: Небезопасное условие | Категория: Проскальзывание / Спотыкание / Падение | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Наледи на входе в насосную С-600 | Меры: Посыпали наледи песком. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Нач. КУПС | Опасность устранена: True",1
2025-12-06 16:30:00,"ТОО ""Весенний Букет""",unsafe_action,СИЗ / Средства по обеспечению безопасности,"Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Грузоподъёмные работы подрядной организацией | Меры: Провел беседу | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Мастеру участка | Опасность устранена: True",1
2025-12-08 14:30:00,"ТОО ""Весенний Букет""",good_practice,"Поддержание чистоты и порядка, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности","Тип наблюдения: Хорошая практика | Категория: Поддержание чистоты и порядка, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Провел наблюдение на объекте БПО АВП где проводились огневые работы по резке металлических изделии, во время работы работники применили все необходимые средства защиты, на рабочем месте установлен первичные средства тушения пожара огнетушители, материалы и инструменты складированы аккуратно, разрешительные документы имеются. | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: По завершению наблюдения провел беседу с работниками и поблагодарил их за добросовестный и безопасный труд и соблюдение правил и инструкции по технике безопасности. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ответственным лицам объекта БПО АВП | Опасность устранена: True",1
2025-12-09 14:40:00,"ТОО ""Весенний Букет""",unsafe_behavior,"Работы в замкнутом пространстве, Выполнение требований инструкций, Наряд-допуск / Оценка риска","Тип наблюдения: Небезопасное поведение | Категория: Работы в замкнутом пространстве, Выполнение требований инструкций, Наряд-допуск / Оценка риска | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Перед началом работ при проверке документов было обнаружено что у работника ТО «КазТрэк» Сайпова И был просрочен срок периодической проверки противогаза | Меры: Отстранила работника от выполняемой работы, до устранения замечания. | Остановка работ: False | Поощрение хорошей практики: Провела разяснительную работу. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1
2025-12-10 14:00:00,"ТОО ""Весенний Букет""",danger_factor,Опасные природные явления / Погодные условия,"Тип наблюдения: Опасный фактор | Категория: Опасные природные явления / Погодные условия | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: ӨТҚжЖЖБ барлық ғимараттарында және қоймаларда қар және шатырдың үстінде қатқан мұздың сынып түсу қауіпі бар | Меры: ҚШ учаске бастығына ескертілді | Остановка работ: False | Поощрение хорошей практики: Барлық ғимарат және қойма алды мен шатыры тазартылды | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ҚШ учаске бастығына ескертілді | Опасность устранена: True",1
2025-12-11 16:15:00,"ТОО ""Весенний Букет""",unsafe_condition,"Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Электрооборудование","Тип наблюдения: Небезопасное условие | Категория: Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Электрооборудование | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Использование удлинителя с нарушением изоляции. | Меры: Сообщил производителю работ ,заменили удлинитель на исправный. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Производителю работ по наряду допуску. | Опасность устранена: True",1
2025-12-11 17:05:00,"ТОО ""Весенний Букет""",good_practice,Знаки безопасности / Предупредительные таблички,"Тип наблюдения: Хорошая практика | Категория: Знаки безопасности / Предупредительные таблички | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: знак бояуы өшіп қалған | Меры: Авп Трудовое главный инженерге хабарланды | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Авп Трудовое главный инженер хабарланды Петровичке | Опасность устранена: True",1
2025-12-12 13:50:00,"ТОО ""Весенний Букет""",unsafe_action,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций","Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Перед началом работ на уч РХ у работника подрядной организации ТОО «Титан Групп» Толегенова Ж. в сумке для противогаза были обнаружены посторонние предметы. | Меры: С работником была проведена разъяснительная беседа по соблюдению требований охраны труда и правил пользования СИЗ. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Механику уч РХ | Опасность устранена: True",1
2025-12-13 15:35:00,"ТОО ""Весенний Букет""",unsafe_condition,Аварийное реагирование / Готовность к ЧС,"Тип наблюдения: Небезопасное условие | Категория: Аварийное реагирование / Готовность к ЧС | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Скопление снега к подъезду к пожарному гидранту 102, расположенный по автодороге №16. | Меры: Доложил старшему оператору. Устранили данное наблюдение, путем расчистки снега, сменным персоналом. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1
2025-12-15 14:27:00,"ТОО ""Весенний Букет""",good_practice,Прочее,"Тип наблюдения: Хорошая практика | Категория: Прочее | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Адам түсетін жерде мұз қалдықтары бар тазалау керек | Меры: Мұз қалдықтарынан тазартылды | Остановка работ: False | Поощрение хорошей практики: Ауызша ескерту айтылды | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберлерге ескертілді | Опасность устранена: True",1
2025-12-18 15:15:00,"ТОО ""Весенний Букет""",unsafe_condition,Проскальзывание / Спотыкание / Падение,"Тип наблюдения: Небезопасное условие | Категория: Проскальзывание / Спотыкание / Падение | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Сломана ступенька на лестничном марше реакторном блоке между 0 отметкой и 9 отметкой. | Меры: Произвести ремонт ступеньки. | Остановка работ: False | Поощрение хорошей практики: Подготовлена служебная записка на поощрения. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику установки и в службу БиОТ. | Опасность устранена: True",1
2026-01-09 18:40:00,"ТОО ""Весенний Букет""",unsafe_condition,Падающие предметы,"Тип наблюдения: Небезопасное условие | Категория: Падающие предметы | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Падение сосулки и наледи. Падения на персонал. Удалить и установить временное ограждения. | Меры: Сообщено руководителям. | Остановка работ: False | Поощрение хорошей практики: Внедрено в список поощрения I полугодия. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Служба БиОТ. | Опасность устранена: True",1
2026-01-10 16:41:00,"ТОО ""Весенний Букет""",good_practice,Наряд-допуск / Оценка риска,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Провел наблюдение предложение нет | Меры: Нет | Остановка работ: False | Поощрение хорошей практики: Предложнеие нет | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Опасный случие не была | Опасность устранена: False",1
2026-01-14 19:00:00,"ТОО ""Весенний Букет""",unsafe_action,"Работы в замкнутом пространстве, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности","Тип наблюдения: Небезопасное действие | Категория: Работы в замкнутом пространстве, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Работа без наушников в маш. зале ВКС. | Меры: Отстранил от работы, пока не начнёт применять СИЗ. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ответственному подрядной организации. | Опасность устранена: True",1
2026-01-16 01:04:00,"ТОО ""Весенний Букет""",good_practice,Прочее,"Тип наблюдения: Хорошая практика | Категория: Прочее | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Нет данных | Меры: Установиленый охранный и пожарный сигнализация | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",1
2026-01-20 13:00:00,"ТОО ""Весенний Букет""",good_practice,Монтажные и грузоподъемные работы,"Тип наблюдения: Хорошая практика | Категория: Монтажные и грузоподъемные работы | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: бәрі жақсы | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: жауапты тұлғаларға ескерілді | Опасность устранена: False",1
2026-01-22 19:18:00,"ТОО ""Весенний Букет""",other,Поддержание чистоты и порядка,"Тип наблюдения: Предложение (инициатива) | Категория: Поддержание чистоты и порядка | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Очистка компрессора кондиционера от снега и леда. | Меры: Предупредил нач РМУ | Остановка работ: False | Поощрение хорошей практики: Произвел очистку | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальник РМЦ | Опасность устранена: True",1
2026-01-26 14:20:00,"ТОО ""Весенний Букет""",unsafe_action,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия","Тип наблюдения: Небезопасное действие | Категория: Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Мұнай дайындау цехына қарасты мұнай жинау қазандарының мінбелеріне және қазан үсті қармен мұз қатқан./Алдағы уақыттарда осындай жағдайлар орын алмауын қадағалау керек. | Меры: Шеберді ескертіп тазалық жұмысы жүргізілді. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шебер Махпмбетов С. | Опасность устранена: True",1
2026-01-26 18:10:00,"ТОО ""Весенний Букет""",unsafe_action,Электрооборудование,"Тип наблюдения: Небезопасное действие | Категория: Электрооборудование | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Не горит освещение внутри | Меры: Устранили | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ст мастер Елубаев Н | Опасность устранена: False",1
2026-01-28 15:20:00,"ТОО ""Весенний Букет""",unsafe_behavior,Взрыво- и пожароопасность,"Тип наблюдения: Небезопасное поведение | Категория: Взрыво- и пожароопасность | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Обратная промывка с горячей нефтью через затрубное пространство | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: True",1
2026-02-04 00:41:00,"ТОО ""Весенний Букет""",unsafe_condition,Электрооборудование,"Тип наблюдения: Небезопасное условие | Категория: Электрооборудование | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Отключился компьютер системы охранно-пожарной сигнализация | Меры: Собщили Начальнику отдела АСУТП Хорошавцев В.В | Остановка работ: False | Поощрение хорошей практики: Собщили Начальнику отдела АСУТП Хорошавцев В.В | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Собщили Начальнику отдела АСУТП Хорошавцев В.В | Опасность устранена: True",1
2026-02-08 15:20:00,"ТОО ""Весенний Букет""",unsafe_condition,"Поддержание чистоты и порядка, Охрана окружающей среды","Тип наблюдения: Небезопасное условие | Категория: Поддержание чистоты и порядка, Охрана окружающей среды | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: №20 ұңғы сағасының СУСГ сальнигінен май ағуы байқалды | Меры: Операторларға тапсырма беріліп, тез арада СУСГ сальнигі ауыстырылды | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1
2026-02-10 20:40:00,"ТОО ""Весенний Букет""",unsafe_action,Прочее,"Тип наблюдения: Небезопасное действие | Категория: Прочее | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: True",1
2026-02-11 15:40:00,"ТОО ""Весенний Букет""",unsafe_condition,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия","Тип наблюдения: Небезопасное условие | Категория: Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: В связи с изменением погодных условий ( перепад температуры), произошло образование наледи перед входом в РП-050. | Меры: Доложил старшему оператору. Устранили данное наблюдение, путем присыпки песка, а также сделали насечки. Сделал запись в электронный журнал СУОТ об устранении замечания. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1
