query_index,query_id,query_org,query_risk_score,query_description,similar_incident_id,similar_org,similar_risk_score,similarity,similar_description
82,41,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",41,"ТОО ""Белая Магнолия""",,0.772542,"02.05.2025 года, примерно в 07 часов 12 минут, на участке автодороги между п. Доссор и г. Кульсары произошло дорожно-транспортное происшествие с участием автобуса марки Toyota Coaster, принадлежащего подрядной организации ТОО «NUR-TILEK TRANSSERVICE». Во время перевозки двух работников ТОО «KMG EP-Catering» из города Атырау автобус столкнулся с дорожной строительной техникой марки МТЗ-80, находившейся на правой стороне дороги. Пострадавших нет. В настоящее время устанавливаются причины и обстоятельства произошедшего. Проводится расследование."
82,189,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",189,"ТОО ""Белая Магнолия""",,0.721668,"20 октября 2025 года примерно в 12:50 на перекрёстке улиц М. Утемисова и М. Галимова в городе Кульсары произошло дорожно-транспортное происшествие с участием легкового автомобиля марки Mitsubishi L200, принадлежащего ИП «Джанибеков Н.А.».
   Двигаясь по второстепенной дороге, автомобиль Mitsubishi L200 не уступил дорогу автомобилю Lada 2190, двигавшемуся по главной дороге — проспекту М.Утемисова, в результате чего произошло столкновение.
    В результате ДТП пострадавших нет. На место происшествия были вызваны инспектора департамента полиции. В настоящее время устанавливаются причины и обстоятельства дорожно-транспортного происшествия, проводится расследование."
82,191,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",191,"ТОО ""Белая Магнолия""",,0.705623,"2025 жылғы 26 қазанда жобамен сағат 18:10 да  «Жылыоймұнайгаз» МГӨБ-на көлік қызметін көрсететін ЖК«Джанибеков Н.А» мекемесіне  тиесілі мем.номері 141РКА12  ТОЙОТА IAND CRUIZER 200    маркалы автокөлік Атырау қаласының іші жол қиылысында (Таумана Амандосова көшесі мен Габбаса Бергалиева көшелерінің қиылысы) маркасы  SUBARU автокөлігімен жол көлік оқиғасы орын алды. 141РКА12  ТОЙОТА IAND CRUIZER 200 автокөлігі  өз жолымен келе жатқанда, артқы жақ бөлігіне автокөлік түйісті."
82,190,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",190,"ТОО ""Белая Магнолия""",,0.681236,"9 июня 2025 года примерно в 06:20 на перекрёстке проспектов К. Сатпаева и И. Тайманова в городе Атырау произошло дорожно-транспортное происшествие с участием автобуса марки Hyundai Universe, принадлежащего ТОО «NUR-TILEK TRANSSERVICE». В ходе поворота со второй полосы автобус столкнулся с микроавтобусом Toyota Hiace, выполнявшим поворот с первой полосы. В результате ДТП пострадавших нет."
82,123,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",123,"ТОО ""Весенний Букет""",,0.64841,"Инцидент Жаңаөзен-Қарамандыбас бағытымен келе жатқан КамАЗ-43118 маркалы, мемлекеттік белгісі 594 АВ 12 арнайы техникасының №3 МГӨК-ке бұрылу кезінде жекеменшік Киа м/б 37 RD 797 (ARM) жеңіл көлігімен соқтығысу болған. Соқтығысу арнайы техниканың артқы дөңгелегі мен жеңіл көліктің бампері арасында орын алды."
82,215,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",215,"ТОО ""Весенний Букет""",2.0476190476190474,0.603685,"26.01.2026 жылы сағат 18:30 шамасында Қоғамға қарасты №4 МГӨБ-ның №4 Қабат қысымын сақтау цехының бастық орынбасары М.Байтуров өзіне бөлінген «МұнайСпецСнабКомпани» ЖШС-ның маркасы Mitsubishi L-200 мемлекеттік нөмері 788 AER12 қызметтік көлігімен №4 МГӨЦ-ның қасындағы «Өзен – Қарамандыбас» тас жолында маркасы SHACMAN мемлекеттік нөмері 041MBZ12 жекеменшік соқтығысып, жол көлік оқиғасы орын алады. Дереу жолда келе жатқан басқа автокөліктер тоқтап, жедел жәрдем шақырады. «Жалымбетов» ЖШС-нің жедел - жәрдем келгенге дейін оқиға орнындағы адамдар М.Байтуровты және Н.Қамаловты көліктен шығарған. Оқиға орнына келген жедел - жәрдем М.Байтуровты жағдайы ауыр болуына байланысты, бірінші кезекте көмек көрсетіп, Жаңаөзен қаласының көпбейінді ауруханасына жеткізген. Нәтижесінде М.Байтуров Жаңаөзен қаласының көпбейінді ауруханасының қабылдау бөлімінде қайтыс болады."
82,101,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",101,"ТОО ""Floraison KZ""",,0.603424,"11.06.2025г около 17:05ч мусоровоз КамАЗ, гос.№264AL12 под управлением водителя автоколонны №3 ТОО «БозашыТрансКурылыс» (подрядная организация ТОО «Ойл Транспорт Корпорейшэн») Шамединова Аманжана (1993 г.р.), двигаясь по автодороге Актау-Баянды в направлении полигона ТБО, совершал маневр поворота налево с главной дороги на второстепенную на нерегулируемом перекрестке. В это время двигавшийся сзади в попутном направлении автомобиль Шевроле Спарк, гос.№534AJB12 под управлением водителя Кийкбай Нурбек (2007 г.р.) совершил столкновение в заднюю часть завершавшего маневр автомобиля КамАЗ."
82,161,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",161,"ТОО ""Весенний Букет""",,0.585531,"14.07.2025 жылы сағат 10-30-да 6-ші дәрежелі автоэкскаватор машинисі
Қамбарұлы Абдулхамит күнделікті жұмысқа келіп, жолдама қағазын алып
медициналық тексеруден өтіп, №3 МГӨБ, КНС-1 мекемесіне жұмысқа шыққан.
Сағат 10-30 шамасында №3 МГӨБ, КНС-1 өндірістік аймағында инцидент
болды, Автоэксковатор жүргізушісі автоэксковатор техникасынан оқыс құлап, оң аяғының тізе буынын ауыртып алған. Сол жердегі жұмысшылар жедел жәрдем шақыртып хабарлаған. Жаңаөзен қалалық көп бейінді ауруханасына алып кеткен. Кәзіргі таңда жарамсыздық парағын аштырудан бас тартып, кәзіргі таңда жұмысын жалғастыруда."
82,222,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",222,"ТОО ""Flora Capital""",,0.580227,"15 января 2026 года в 16:24 на контрольно-пропускном пункте охраны ТКО №7 самосвал компании ТОО «Карьертау», движущийся по дороге Саяхат и являющийся подрядчиком (поставщиком инертных материалов) CCIC (EPC-подрядчик KMG Petrochem), при приближении к КПП №7 Тенгизшевройл (ТШО) задел своей кабиной другой самосвал, стоявший на противоположной полосе движения, а также повредил шлагбаум КПП, находившийся в закрытом положении и перекрывавший часть проезжей части. После этого самосвал продолжил движение и остановился в 72 метрах от шлагбаума.
Согласно данным видеонаблюдения, установленного на КПП №7, сотрудник охраны ТШО находился рядом с кабиной остановленного самосвала и проверял документы, удостоверяющие личность водителя, для подтверждения наличия доступа через КПП. Увидев приближающийся во встречном направлении самосвал, охранник вышел на полосу движения с указательным жезлом, пытаясь остановить транспортное средство.
Находясь на проезжей части около 15 секунд, охранник понял, что самосвал продолжает движение, и укрылся между двумя бетонными блоками физического ограждения КПП №7. Через 5 секунд после выхода на проезжую часть гружёный грунтом самосвал пересёк линию, где ранее находился охранник.
В результате ДТП обе машины получили незначительные повреждения кабины в местах соприкосновения (см. фото №1 и №2). Сотрудник охраны ТШО не получил травм"
82,42,"ТОО ""Роза Ветров KZ""",2.5,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр.",42,"ТОО ""Floraison KZ""",2.5,0.552512,"14.05.2025г. в 15:30ч слесарь по ремонту автомобилей подрядной организации ЧУ «Samruk Business Academy» (аутстаффинг) ТОО «Ойл Транспорт Корпорейшэн», в смотровой яме при выполнении работ по замене втулки задней рессоры на автобусе «Toyota Coaster» получил травму правого глаза в результате воздействия инструмента (отвертки)."
